acat,hmgs,hmgr,mk,pmk,pmd,idi,gpps,ls,NAD,CoA,ATP
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,0.5,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,1.1,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,0.5,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,1.2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,1.5,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,1.3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,1,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,0.7,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,0,0,0
4.6608,5.482133333,0.5,0.2,0.2,0.2,1,1.5,1,0,0,0
4.6608,5.482133333,0.5,0.2,0.2,0.2,1,1.5,1,0,0,0
4.6608,5.482133333,0.5,0.2,0.2,0.2,1,1.5,1,0,0,0
4.6608,5.482133333,0.5,0.2,0.2,0.2,1,1.5,1,0,0,0
4.6608,5.482133333,0.5,0.2,0.2,0.2,1,1.5,1,0,0,0
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,5,1,1
4.6608,5.482133333,0.05,0.4,0.4,0.4,2,3,3.386666667,5,1,1
4.6608,5.482133333,0.1,0.4,0.4,0.4,2,3,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.4,0.4,0.4,2,3,3.386666667,5,1,1
4.6608,5.482133333,0.4,0.4,0.4,0.4,2,3,3.386666667,5,1,1
4.6608,5.482133333,0.6,0.4,0.4,0.4,2,3,3.386666667,5,1,1
4.6608,5.482133333,0.8,0.4,0.4,0.4,2,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.05,0.4,0.4,2,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.1,0.4,0.4,2,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.2,0.4,0.4,2,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.6,0.4,0.4,2,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.05,0.4,2,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.1,0.4,2,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.6,0.2,0.4,2,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.8,0.6,0.4,2,3,3.386666667,5,1,1
4.6608,5.482133333,1,1.6,0.8,0.4,2,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.05,2,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.1,2,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.2,2,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.6,2,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.4,0.05,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.4,0.1,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.4,0.2,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.4,0.6,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.4,1,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.4,1.5,3,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.4,2,0,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.4,2,0.5,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.4,2,1,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.4,2,1.5,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.4,2,2,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.4,2,2.5,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.4,2,3,3.386666667,5,1,1
0,5.482133333,1,0.4,0.4,0.4,2,1,3.386666667,5,1,1
0.5,5.482133333,1,0.4,0.4,0.4,2,1,3.386666667,5,1,1
1,5.482133333,1,0.4,0.4,0.4,2,1,3.386666667,5,1,1
1.5,5.482133333,1,0.4,0.4,0.4,2,1,3.386666667,5,1,1
2.5,5.482133333,1,0.4,0.4,0.4,2,1,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.4,2,1,3.386666667,5,1,1
4.6608,3,1,0.4,0.4,0.4,2,1,3.386666667,5,1,1
4.6608,4,1,0.4,0.4,0.4,2,1,3.386666667,5,1,1
4.6608,5.482133333,1,0.4,0.4,0.4,2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,3,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,3,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,3,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,3,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,2.5,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,2.5,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,2.5,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,2.5,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,2,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,2,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,2,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,2,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,3,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,3,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,3,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,3,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,3,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,3,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,3,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,3,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,0,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,1
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,0,0,0
4.6608,5.482133333,0.2,0.1,0.2,0.2,0.2,1,3.386666667,5,1,0
